filename,original,descriptions
img_0028,"Externally set ymin, ymax, xmin and xmax with pgfplotset
 
 According to percusses answer in Argument to \input or \include statement? both height and width in the axis environment in PGFplots may be set externally (outside the axis environment) with a nested \pgfplotsset statement:
 \pgfplotsset{execute at begin axis={\pgfplotsset{width=5cm}}} 
 
 However, if I try to apply the same concept to xmin, xmax, ymin and ymax according to the answer suggested by Piotr, pgfplotsset doesn't seem to override the settings given within the axis environment.
 Consider the following MWE:
 \documentclass{article}
 \usepackage{pgfplots}
 \pgfplotsset{compat=newest}
 \begin{document}
 { % begin outer pgfplotsset scope
 \pgfplotsset{ymax=5, ymin=1, execute at begin axis={\pgfplotsset{width=5cm}}}
 \begin{tikzpicture}
 \begin{axis}[width=10cm, ymin=0]
 \addplot {x^2};
 \end{axis}
 \end{tikzpicture}
 } % end outer pgfplotsset scope
 \end{document}
 
 which produces the following graph, where ymin clearly is 0, though I just set it ymin=1 in pgfplotsset.
 
 
 What I want to achieve
 Set xmin, xmax, ymin and ymax from outside the axis environment (in a similar way as I do with width applying execute at begin axis in pgsplotsset), even though they also will be specified in \begin{axis}[]. The external call to xmin etc. should override the values set in \begin{axis}[].","A plot of a V-shaped curve that is symmetric about the vertical axis. The x axis ranges from -2.5 to 2.5 and the y-axis ranges from 1 to 5. Three blue dots are positioned on the right side at around (1.5, 1,5), (1.8, 1.8) and (2, 4.2) and an identical set of points is mirrored on the left side with the corresponding negative x-values.A blue line connects these points, forming the V-shape."
img_0029,"Curving the cylinder in a periodic fashion
 
 I have to implement an array made up of cylindrical like elements. However, below code can only provide a straight cylinder (code credit goes to this link), instead I need to bend it like in the figure shown, may not be at that angle but vertical. But I couldn't seem to succeed. I couldn't even seem to increase the number of cylinder from one to more.
 \documentclass[border=2mm]{standalone}
 \usepackage{xcolor}
 \definecolor{mycolor}{RGB}{8,108,131}
 \usepackage{tikz} 
 \usetikzlibrary{positioning}
 \usetikzlibrary{backgrounds}
 \usetikzlibrary{shapes.geometric}
 \usetikzlibrary{calc}
 \tikzset{cylinder end fill/.style={path picture={
 \pgftransformshift{\centerpoint}%
 \pgftransformrotate{\rotate}% 
 \pgfpathmoveto{\beforetop}%
 \pgfpatharc{90}{-270}{\xradius and \yradius}%
 \pgfpathclose
 \pgfsetfillcolor{#1}%
 \pgfusepath{fill}}
 }}
 \begin{document}
 \begin{tikzpicture}
 \begin{scope}[on background layer]
 \path let \p1=(0.2,8.4),
 \n1={atan2(\y1,\x1)},\n2={veclen(\y1,\x1)} in
 node[cylinder, rotate=270,
 minimum height=0.85*\n2,minimum width=1cm,aspect=1.0,
 cylinder end fill=red,
 left color=red!30,right color=black,middle color=red!80, opacity=0.7,
 draw] at (0.8,4.7) {1};
 \end{scope}
 \end{tikzpicture}
 \end{document}","The figure shows a flat black rectangular surface. On the surface there are four parallel zigzagging gray paths aligned from front to back. These paths have a repeating pattern. At the start of each path, a black dot is located."
img_0030,"Example of a zigzag integral, with integration vertices marked with dots.","A geometric structure resembling a diamond. Along a horizontal black line labeled $x_2$, nine black dots are placed. Above the center of this line is a point labeled $x_0$ and below the line a point labeled $x_1$. Each dot on the line is connected by a straight line either to $x_0$ or $x_1$, in alternating order. The leftmost dot connects to $x_0$, the next to $x_1$ and so on, with the rightmost dot connecting to $x_1$."
img_0031,Low-rank approximation errors for \texttt{Derive2}. Left: basic PbP-QLP. Right: PI-coupled PbP-QLP with $q=2$.,"Two plots each showing how the approximation error varies to the parameter d. In both plots, the x-axis is labeled ""d"" and ranges from 0 to 36 and the y-axis is labeled $\left\| \mathbf{A} - \mathbf{A}_{\text{approx}} \right\|_2$ and ranges from $10^{-4}$ to $10^{-2}$. Each plot contains six data series, distinguished by different markers and colors. The, located in the top right corner of the right plot, identifies these methods: SVD (black x), CPQR (black plus), p-QLP (empty red circles), R-SVD (red stars), CoR-UTV (empty d blue diamonds) and PpP-QLP (empty green triangles). In general, all curves decrease as d increases. In the left plot, the red marked methods perform better than others, especially at higher values of d. In contrast, the performance gap among the methods in the right plot is significantly less."
img_0032,Illustration of Eskin--Mirzakhani scheme.,"A geometric diagram with several points labeled and connected by straight black lines. At the top left, there is a point labeled $q_2$ connected to another point labeled $q'_2$ by a dashed black line, which is labeled $\approx \varepsilon$. From $q_2$, a solid vertical line, labeled t, extends downward to a point labeled $uq_1$. Similarly, from $q'_2$ another vertical line, also labeled t, goes downward to a point labeled $u'q'_1$. From $uq_1$, a line extends downward toward a point labeled $q_1$, from where one line labeled l goes toward the bottom to a point labeled $q$ and another going the top labeled $q3$. The same goes for $u'q'_1$, where the line extends to $q'_1$ and then a labeled line goes to the bottom point labeled $q'$. The other line extending from $q'_1$ extends upwards to $q'_3$."
img_0033,"Circle using tikz
 
 How can I draw a Circle using tikz?
 I'm practicing tikz, but I can't draw this one, it's difficult for me.
 Any help?
 
 Thanks in advance.","A large circle centered around the point (0,0). Two points labeled $z^*$ and $w^*$ are placed on the circle near the top. A straight black horizontal line connects both points and is labeled $\theta$ and $2 \sin\left(\frac{\theta}{2}\right)$ and its also exactly aligned with the vertical axes of the circle. From each point $z^*$ and $w^*$ a straight solid line extends downward to the center of the circle. These lines form an isosceles triangle with the lines labeled 1. A vertical dashed line, which is the vertical axes of both the triangle and circle goes from the point (0,0) upwards to the circles circumference and is labeled $\theta$."
img_0034,cityscape at dusk,"A horizontal orange rectangle with a black bar along the bottom. Positioned within the orange area and just above the black bar are nine evenly spaced vertical bars of different heights. Each bar has a gray outer frame with a yellow inner section. The leftmost bar is wider and has a square shape, unlike the other bars that follow."
img_0035,"Analytic structure of the full non-perturbative amplitudes $\Phi_i(s,t,u)$ in the complex plane $s$ at a fixed value of $t<0$. There are two branch cuts along the real axis, namely, for $s>0$ and for $u=-s-t>0$. The EFT amplitudes are good approximations of the full non-perturbative amplitude inside the grey region corresponding to $|s|\lesssim M^2$. The full non-perturbative amplitude may have other branch points on the real axis. For example, in QED there are branch points at $s=4m_e^2$ and $u=4m_e^2$ associated with the threshold for electron-positron production.","The figure shows a horizontal and vertical black axes intersecting at the origin. A gray circle is centered at the origin, with a dashed outline. Along the horizontal axis, a red zigzag line extends in both directions from the origin. A red point labeled 0 marks the origin and another point labeled -t is placed to its right, but still within the circle. A diagonal arrow labeled $M^2$ extends from the origin toward the top-right out of the circle. In the top-right corner, the variable s is indicated, labeling the figure."
img_0036,"A $\theta$-orbit $[a,b]$ in a triangulated octagon and its restriction.","The figure consist of two polygonal structures made of black lines, with several vertices connected by both black and blue edges. In the left structure, an octagon is drawn and some of its non-adjacent vertices are joined by black lines forming internal diagonals. On the left side of the octagon the top vertex is labeled a and the bottom one $\bar{b}$. On the right side of the octagon, the corresponding top and bottom vertices are labeled b and $\bar{a}$ respectively. These labeled vertices are connected by two straight blue lines crossing the center and a black vertical arrow points upward from the center of the octagon. In the right structure, the left side remains similar to the original octagon, but the right side has been changed into a triangle. The vertical axis is now labeled with an * and both blue lines from the left structure now connect to this central point. These blue lines are labeled $\gamma_1$ and $\gamma_2$."
img_0037,Graph $H_1$ with a percolating set.,"A diamond shaped grid made of black lines connecting nodes. There are four black filled nodes at the corners and two in the center. All other nodes are white filled. The node are arranged in a lattice of diamonds, with diagonal lines connecting them. The top-left node is labeled (1,1), the bottom-left (5,1), the top-right (7,1) and the bottom-right (5,7)."
img_0038,"What would be the tikz code for this particular voltage source?
 
 I am using circuitikz and I cannot find the code for this particular voltage source. It is a sinusoidal source with the polarity + and - on its ends, inside the circle.","The figure shows two circles connected to each other. Each circle contains a tilde symbol $\sim$ at its center. In the upper circle, a plus sign is placed to the left of the tilde and a minus sign to the right. In the lower circle, the plus sign appears above the tilde and the minus sign below it. A horizontal black line extends outward from the left side of the upper circle. On the right side, a horizontal line extends outward, then makes a 90 degree turn downward and connects vertically to the top of the lower circle. A vertical line extends downward from the bottom of the lower circle, continuing the sequence of connections."
img_0039,The definition of anti-sector $\bar{n}$.,"Two circles placed side by side within a rectangle that is divided horizontally by a dashed line. The upper half of the rectangle is labeled P and the lower half is labeled Q and colored yellow. Both circles are filled with a blue color and intersect the dividing line. The left circle is labeled 1 at the top and contains a inner region which isn't blue and labeled $\mu(n)$. A black arrow points from the left circle to the right circle. The right circle, also labeled 1 at the top, contains a similar inner region, but it is now split into two parts labeled n and $\bar{n}$."
img_0040,A tree $T$ on $5$ vertices,"The figure shows five nodes arranged horizontally and labeled from 0 to 4, starting with node 0 on the left and ending with node 4 on the right. Each node is outlined by a black circle."
img_0041,"An example of a subgraph $G_i$. The black vertices are included in the set $S$ constructed in the proof of Lemma~\ref{op:lem:smallbridge}. The cycle with the solid edges is a Hamiltonian cycle of $G_i'$, and the dashed lines within the cycle represent edges of $G_i'$ not in the Hamiltonian cycle. The dotted lines depict a possible partition of the vertices considered in steps~1-3 to obtain an upper bound on $|S|$.","The figure shows a circle with black and white dots placed on its outline. inside the circle, several dashed lines connect some non-adjacent nodes. Around the outer edges, small clusters of nodes are attached to some other nodes with black lines. These clusters are outlined by dashed lines. On the left side of the circle, a few node are labeled with equations like $v^i_3 = u^i_0$, $v^i_0 = c_i$, $v^i_{21} = u^i_{10}$ and $v^i_{20} = u^i_9$."
img_0042,The agent outcomes based on their utilities in the Nash equilibrium.,"A rectangle divided into three different colored parts. Below the rectangle is a horizontal arrow, labeled $u_1$, pointing to the right. The first segment of the rectangle is colored yellow and labeled with the symbol $\emptyset$. The middle segment is red and labeled with ""DA+RD"", while the right segment is blue and labeled ""DA+$\sim$RD"". Two vertical markers are placed along the axis to separate the segments. The first marker, labeled $u^d$, divides the yellow and red regions and the second marker, labeled $u^r$, separates the red and blue regions."
img_0043,"A graph $G=(V,E)$ with $10$ edges having $\mathrm{VC}(G)=3$. The unique vertex cover of size $3$ is highlighted in teal.","A graph with three teal nodes arranged horizontally and connected by black lines. The leftmost blue node has three black lines extending to black nodes: one directly to the left, one diagonally upward to the left and one diagonally downward to the left. The center blue node connects vertically to two black nodes, one above and one below. The rightmost blue node has also three lines extending to black nodes: one directly to the right, one diagonally upward to the right and one diagonally downward to the right."
img_0044,The graph $G_k$,"The figure shows a sequence of circles labeled $H_1$, $H_2$,..., $H_{2k}$, arranged in two staggered rows. Each circle has two points on the outline placed and connected by dotted lines. Solid black nodes $v_1$, $v_2$,..., $v_k$ are placed between pairs of circles and are connected to the points on the circles outline. The node $v_1$ connects $H_1$ and $H_2$, $v_2$ connects $H_3$ and $H_4$ and ending with $v_k$ between $H_{2k-1}$ and $H_{2k}$. A single variable e is shown entering $v_1$."
img_0045,Triangulation of the cusp torus at vertex class 0.,"A structure of eight connected triangles, labeled with vertices $w_i$, $v_i$ and $z_i$ where i ranges from 0 to 7. A straight blue horizontal line runs through the center of the structure. At both ends of this blue line, red diagonal arrows point upward."
img_0046,The Stark fly-by geometry.,"The figure shows a V-shaped trajectory formed by two dashed lines extending diagonally upward from a central point. A red curve runs above, which further extends into black lines. At the center of the figure, two overlapping circles shaded in different tones of gray highlight the region around the origin. There a two vectors going from the origin, $v_\infty^{-}$ which points downward-left and $v_\infty^{+}$ which points downward-right. On the left side of the red curve, a vertical arrow labeled $y_0$ and a horizontal arrow labeled $x_0$ mark distances from the origin to the curve. At the lowest point of the red curve, a small coordinate frame is shown with two black arrows labeled $i_x$ and $i_y$ and a radius $r_m$ to the red curve."
img_0047,"Schematic representation of the model investigated. The two quantum dots are coupled to noninteracting electron reservoirs and coupled to each other by Coulomb interaction. Within the investigation, energies of reservoir $A$ are driven harmonically, resulting in a nonzero current between the dots and reservoirs and energy transfer between the reservoirs.","A schematic diagram that consists of two colored rectangles and two circles positioned between them. On the left, a red rectangle contains a vertically arranged text: $\mu_\alpha$, T, and $\epsilon_{k\alpha}(t)$ vertically. On the right, a blue rectangle contains similar vertical text $\mu_\beta$, T, and $\epsilon_{k\beta}$. Between the rectangles, there are two circles: a red circle labeled $\epsilon_A$ and positioned next to the red rectangle and a blue circle labeled $\epsilon_B$ positioned next the the blue rectangle. A bidirectional arrow labeled $\Gamma_\alpha$ connects the red rectangle to the red circle while another bidirectional arrow labeled $\Gamma_\beta$ connects the blue rectangle to the blue circle. Additionally, a dashed bidirectional arrow labeled U connects the two circles."
